index,mtx,m,n,nnz,mp16,mp4,mpnz
39,2728_CoupCons3D.mtx,416800,416800,22322336,25783808,357157376,22858072064
40,0852_init_adder1.mtx,1813,1813,11156,239808,1584896,11423744
41,2352_lhr71.mtx,70304,70304,1528092,2333312,64513536,1564766208
42,1346_Franz6.mtx,7576,3016,45456,193472,2946560,46546944
43,2375_venkat50.mtx,62424,62424,1717792,4768000,27484672,1759019008
44,0964_power.mtx,4941,4941,13188,350080,2667776,13504512
45,1018_add20.mtx,2395,2395,17319,135808,2176768,17734656
46,1250_dynamicSoaringProblem_4.mtx,3191,3191,36516,112448,1843968,37392384
47,2115_pfinan512.mtx,74752,74752,596992,3780608,66666496,611319808
48,0230_relat5.mtx,340,35,1058,2688,73728,1083392
49,2287_dbir2.mtx,18906,45877,1158159,5381888,75377408,1185954816
50,0141_ch5-5-b1.mtx,200,25,400,1344,34304,409600
51,2283_bcsstk36.mtx,23052,23052,1143140,1005120,27282688,1170575360
52,0630_jazz.mtx,198,198,5484,10816,503040,5615616
53,1894_bcsstk16.mtx,4884,4884,290378,243200,7982848,297347072
54,2113_GL7d24.mtx,21074,105054,593892,33379264,150318848,608145408
55,1261_t2dal_bci.mtx,4257,4257,37465,124096,2152704,38364160
56,0080_can_24.mtx,24,24,160,256,9216,163840
57,0454_Trefethen_200b.mtx,199,199,2873,5568,134144,2941952
58,0987_blckhole.mtx,2132,2132,14872,67840,1086208,15228928
59,2019_ted_A_unscaled.mtx,10605,10605,424587,288512,10970112,434777088
60,1837_man_5976.mtx,5976,5976,225046,263296,5789952,230447104
61,2545_t3dh.mtx,79171,79171,4352105,16515904,297222912,4456555520
62,2530_barrier2-10.mtx,115625,115625,3897557,38283712,389666048,3991098368
63,1152_bibd_13_6.mtx,78,1716,25740,30080,1231104,26357760
64,1080_bcsstk34.mtx,588,588,21418,21568,647424,21932032
65,2660_fcondp2.mtx,201822,201822,11294316,9646848,260387328,11565379584
66,1373_ex24.mtx,2283,2283,48737,70464,1803520,49906688
67,2326_va2010.mtx,285762,285762,1402128,56743680,318228992,1435779072
68,0842_lp_25fv47.mtx,821,1876,10705,66624,1033984,10961920
69,0133_west0156.mtx,156,156,371,3392,46848,379904
70,0552_fs_541_2.mtx,541,541,4285,24128,317440,4387840
71,1718_bcsstk18.mtx,11948,11948,149090,639296,11580672,152668160
72,2251_cont-300.mtx,180895,180895,988195,4830400,74737664,1011911680
73,0773_G34.mtx,2000,2000,8000,52800,640000,8192000
74,2501_stat96v3.mtx,33841,1113780,3317736,5747072,113726720,3397361664
75,1524_c-31.mtx,5339,5339,78571,236032,3435264,80456704
76,0414_lund_a.mtx,147,147,2449,2688,77568,2507776
77,0290_oscil_dcop_25.mtx,430,430,1544,14080,171776,1581056
78,2035_nemeth12.mtx,9506,9506,446818,245824,10963200,457541632
79,1429_ex10hs.mtx,2548,2548,57308,98176,2906368,58683392
80,2192_delaunay_n17.mtx,131072,131072,786352,6804736,84781824,805224448
81,1829_s2rmt3m1.mtx,5489,5489,219521,165504,5448448,224789504
82,0376_mesh3e1.mtx,289,289,1889,7488,134400,1934336
83,0349_dwt_221.mtx,221,221,1629,6528,119296,1668096
84,0252_ch7-6-b1.mtx,630,42,1260,5760,117504,1290240
85,1991_delaunay_n16.mtx,65536,65536,393150,3431360,41836800,402585600
86,2360_dblp-2010.mtx,326186,326186,1615400,17565632,146387968,1654169600
87,0712_D_6.mtx,970,435,6491,96768,1240576,6646784
88,0116_west0067.mtx,67,67,294,1152,25600,301056
89,1999_nemeth09.mtx,9506,9506,395506,237888,10389248,404998144
90,1816_ch7-7-b5.mtx,35280,52920,211680,2237248,28515072,216760320
91,1060_lpi_gran.mtx,2658,2525,20111,98112,1487360,20593664
92,0400_p0291.mtx,252,543,2283,8000,152576,2337792
93,0874_adder_dcop_17.mtx,1813,1813,11246,239872,1589504,11515904
94,0972_steam2.mtx,600,600,13760,14592,220160,14090240
95,1054_G46.mtx,1000,1000,19980,252352,4437504,20459520
96,1251_dynamicSoaringProblem_6.mtx,3431,3431,36741,117952,1979136,37622784
97,1926_cegb2919.mtx,2919,2919,321543,236352,7678976,329260032
98,1580_rdist1.mtx,4134,4134,94408,124352,2890240,96673792
99,0645_fpga_dcop_08.mtx,1220,1220,5888,45184,635136,6029312
100,1509_cegb3306.mtx,3306,3306,74916,92736,1829632,76713984
101,1598_fe_sphere.mtx,16386,16386,98304,767232,8473600,100663296
102,1423_mark3jac020sc.mtx,9129,9129,56175,779840,8181248,57523200
103,0656_fpga_dcop_49.mtx,1220,1220,5892,45184,635648,6033408
104,2140_c-70.mtx,68924,68924,658986,5589504,53331712,674801664
105,1673_lp_fit2d.mtx,25,10524,129042,84224,4442880,132139008
106,2394_cfd1.mtx,70656,70656,1828364,6470144,119243264,1872244736
107,1915_lhr14.mtx,14270,14270,307858,472576,13009920,315246592
108,2519_s3dkt3m2.mtx,90449,90449,3753461,3238528,87958272,3843544064
109,0686_fpga_dcop_21.mtx,1220,1220,5892,45184,635648,6033408
110,1521_aug2d.mtx,29008,29008,76832,456448,7043584,78675968
111,0538_celegans_metabolic.mtx,453,453,4065,42048,546560,4162560
112,0063_bcsstm04.mtx,132,132,132,576,8448,135168
113,1432_fxm3_6.mtx,6200,12625,57722,263680,5152256,59107328
114,1552_kineticBatchReactor_7.mtx,7968,7968,84508,472384,6893824,86536192
115,2118_neos1.mtx,131581,133473,599590,3565632,51168512,613980160
116,0740_cavity02.mtx,317,317,7327,10688,283904,7502848
117,2345_EternityII_E.mtx,11077,262144,1503732,14021376,215508736,1539821568
118,2695_af_2_k101.mtx,503625,503625,17550675,16494400,430142720,17971891200
119,2546_t3dh_e.mtx,79171,79171,4352105,16515904,297222912,4456555520
120,0679_fpga_dcop_16.mtx,1220,1220,5892,45184,635648,6033408
121,0184_GD01_a.mtx,311,311,645,11584,129280,660480
122,1640_mark3jac040.mtx,18289,18289,113435,1604352,16608768,116157440
123,0811_G19.mtx,800,800,9322,139648,1866240,9545728
124,1138_deter6.mtx,4255,12113,24771,1251584,6035200,25365504
125,1815_lowThrust_7.mtx,17378,17378,211561,952576,14546432,216638464
126,2513_ifiss_mat.mtx,96307,96307,3599932,9314112,149915904,3686330368
127,0312_oscil_dcop_02.mtx,430,430,1544,14080,171776,1581056
128,0690_orsirr_2.mtx,886,886,5970,25856,458752,6113280
129,1045_g7jac010.mtx,2880,2880,19635,172032,1954816,20106240
130,2369_ns3Da.mtx,20414,20414,1679599,47628864,338365184,1719909376
131,1102_ex22.mtx,839,839,22715,19776,695808,23260160
132,1465_fe_4elt2.mtx,11143,11143,65636,532672,5689600,67211264
133,2705_af_shell5.mtx,504855,504855,17588875,16142464,432084992,18011008000
134,0847_lpi_cplex1.mtx,3005,5224,10947,73792,1140480,11209728
135,1295_G28.mtx,2000,2000,39980,923456,9531648,40939520
136,0884_adder_dcop_39.mtx,1813,1813,11246,239872,1589504,11515904
137,2365_2cubes_sphere.mtx,101492,101492,1647264,26967552,291588352,1686798336
138,1910_waveguide3D.mtx,21036,21036,303468,13167936,65020672,310751232
139,0767_bcsstk06.mtx,420,420,7860,11072,278784,8048640
140,1155_lowThrust_2.mtx,2312,2312,26261,135232,1970944,26891264
141,0444_Erdos981.mtx,485,485,2762,54336,623872,2828288
142,1277_G5.mtx,800,800,38352,160000,6397952,39272448
143,2512_oilpan.mtx,73752,73752,3597188,2639104,79719936,3683520512
144,1426_rdist2.mtx,3198,3198,56934,91264,2024704,58300416
145,0079_lp_sc50a.mtx,50,78,160,768,14080,163840
146,1841_ex35.mtx,19716,19716,228208,548928,15489792,233684992
147,1103_sstmodel.mtx,3345,3345,22749,125952,2430208,23294976
148,2057_c-66.mtx,49989,49989,499007,3265216,34311680,510983168
149,0875_adder_dcop_60.mtx,1813,1813,11246,239872,1589504,11515904
150,0973_n4c6-b14.mtx,920,6300,13800,107584,1693440,14131200
151,0609_cage.mtx,366,366,5124,18560,587008,5246976
152,0177_nos4.mtx,100,100,594,1216,39680,608256
153,1749_mark3jac060sc.mtx,27449,27449,170695,2424640,25036288,174791680
154,1450_mk12-b5.mtx,10395,62370,62370,1319680,11725568,63866880
155,0373_rw496.mtx,496,496,1859,8576,197120,1903616
156,2651_crankseg_1.mtx,52804,52804,10614210,14175040,326451968,10868951040
157,1751_f855_mat9.mtx,2456,2511,171214,490176,11703552,175323136
158,1784_skirt(0).mtx,12598,12598,196520,847360,12257792,201236480
159,2051_rajat18.mtx,94294,94294,485143,4206272,49238016,496786432
160,1630_vsp_p0291_seymourl_iiasa.mtx,10498,10498,107736,3000384,18882048,110321664
161,0563_lp_ship04s.mtx,402,1506,4400,32256,557056,4505600
162,2486_rgg_n_2_18_s0.mtx,262144,262144,3094566,60321280,718936832,3168835584
163,1022_reorientation_2.mtx,1544,1544,17910,87616,1277696,18339840
164,0720_bcsstk19.mtx,817,817,6853,19328,299264,7017472
165,0384_mesh2em5.mtx,306,306,2018,10112,142592,2066432
166,0814_G21.mtx,800,800,9334,138944,1873152,9558016
167,0512_bcsstk04.mtx,132,132,3648,2752,106752,3735552
168,1828_s1rmt3m1.mtx,5489,5489,219521,165504,5448448,224789504
169,1850_stat96v5.mtx,2307,75779,233921,393280,8281600,239535104
170,2217_c-71.mtx,76638,76638,859554,8641664,68822016,880183296
171,0437_fs_680_1.mtx,680,680,2646,14592,168448,2709504
172,0816_G16.mtx,800,800,9344,139008,1878016,9568256
173,0096_cage5.mtx,37,37,233,576,15872,238592
174,1817_kl02.mtx,71,36699,212536,688192,16600064,217636864
175,2693_hugetric-00000.mtx,5824554,5824554,17467046,352773376,2461760000,17886255104
176,2145_ex3sta1(0).mtx,16782,16782,678998,2567360,33746432,695293952
177,2372_gas_sensor.mtx,66917,66917,1703365,6684352,105929728,1744245760
178,1512_ex13.mtx,2568,2568,75628,91840,2363904,77443072
179,2739_asia_osm.mtx,11950757,11950757,25423206,282409600,2970406144,26033362944
180,1935_pwt(1).mtx,36519,36519,326107,1349184,24816128,333933568
181,1390_model7.mtx,3358,9582,51027,346240,4461056,52251648
182,0101_lpi_forest6.mtx,66,131,246,1536,26368,251904
183,1822_ak2010.mtx,45292,45292,217098,8444416,48566016,222308352
184,1684_ACTIVSg10K.mtx,20000,20000,137736,2118400,17643520,141041664
185,0671_fpga_dcop_12.mtx,1220,1220,5892,45184,635648,6033408
186,2771_RM07R.mtx,381689,381689,37464962,66567744,1380698368,38364121088
187,0155_GD00_a.mtx,352,352,458,5952,68096,468992
188,1842_spmsrtls.mtx,29995,29995,229947,359872,5758720,235465728
189,1224_gemat12.mtx,4929,4929,33111,354432,3096576,33905664
190,2797_Serena.mtx,1391349,1391349,64531701,160114688,2716240384,66080461824
191,1116_airfoil1_dual.mtx,8034,8034,23626,370304,4626688,24193024
192,1924_rlfprim.mtx,58866,62716,320591,1488384,23186688,328285184
193,0340_oscil_dcop_39.mtx,430,430,1544,14080,171776,1581056
194,1289_cat_ears_3_4.mtx,5226,13271,39592,591744,6713344,40542208
195,0243_lp_share1b.mtx,117,253,1179,4928,81664,1207296
196,0399_lp_nug06.mtx,372,486,2232,26624,328704,2285568
197,1668_memplus.mtx,17758,17758,126150,501888,8098304,129177600
198,2081_e40r0100.mtx,17281,17281,553562,1288320,28240128,566847488
199,1984_lhr17.mtx,17576,17576,381975,583744,16122624,391142400
200,2675_rgg_n_2_20_s0.mtx,1048576,1048576,13783240,424634880,3352234496,14114037760
201,0180_Sandi_sandi.mtx,314,360,613,11712,91136,627712
202,1409_TSOPF_RS_b9_c6.mtx,7224,7224,54082,139072,2537216,55379968
203,0768_bibd_12_5.mtx,66,792,7920,13952,446976,8110080
204,2498_pkustk08.mtx,22209,22209,3226671,7056832,128487168,3304111104
205,2130_nemeth17.mtx,9506,9506,629620,269760,13897472,644730880
206,0898_adder_dcop_25.mtx,1813,1813,11246,239872,1589504,11515904
207,0170_dwt_87.mtx,87,87,541,2176,45056,553984
208,2201_fe_ocean.mtx,143437,143437,819186,6036160,89863936,838846464
209,0197_mk9-b1.mtx,378,36,756,3072,72448,774144
210,0427_M20PI_n1.mtx,1028,1028,2547,17984,216576,2608128
211,1158_3elt_dual.mtx,9000,9000,26556,433856,5187072,27193344
212,1419_c-33.mtx,6317,6317,56123,218944,3443200,57469952
213,1388_beacxc.mtx,497,506,50409,60800,2502144,51618816
214,1517_cavity11.mtx,2597,2597,76367,104960,2851584,78199808
215,0306_oscil_dcop_20.mtx,430,430,1544,14080,171776,1581056
216,2634_TSOPF_RS_b678_c2.mtx,35696,35696,8781949,3163776,151545856,8992715776
217,0147_n4c6-b1.mtx,210,21,420,1280,33536,430080
218,0688_fpga_dcop_23.mtx,1220,1220,5892,45184,635648,6033408
219,2446_vanbody.mtx,47072,47072,2336898,3369088,65881088,2392983552
220,0088_n3c6-b1.mtx,105,105,210,448,16896,215040
221,1303_G67.mtx,10000,10000,40000,276800,3200000,40960000
222,2374_Zd_Jac6.mtx,22835,22835,1711983,2822208,71783680,1753070592
223,2117_3D_28984_Tetra.mtx,28984,28984,599170,1720064,25014016,613550080
224,0915_adder_dcop_40.mtx,1813,1813,11246,239872,1589504,11515904
225,1750_f855_mat9_I.mtx,2456,2511,171214,478912,11703552,175323136
226,0205_grid1_dual.mtx,224,224,840,6592,98304,860160
227,2084_Trefethen_20000.mtx,20000,20000,554466,1577984,30366208,567773184
228,0788_goddardRocketProblem_1.mtx,831,831,8498,30208,454656,8701952
229,2574_pkustk11.mtx,87804,87804,5217912,9110528,135065344,5343141888
230,1333_lp_pilot.mtx,1441,4860,44375,179840,3215104,45440000
231,0158_lpi_ex72a.mtx,197,215,467,3520,56832,478208
232,0025_Tina_DisCal.mtx,11,11,41,64,2048,41984
233,0885_adder_dcop_42.mtx,1813,1813,11246,239872,1589504,11515904
234,0623_rajat19.mtx,1157,1157,5399,44160,534016,5528576
235,0756_jagmesh8.mtx,1141,1141,7465,32640,558592,7644160
236,1788_torsion1.mtx,40000,40000,197608,1100928,12621824,202350592
237,2652_bmwcra_1.mtx,148770,148770,10644002,17678144,347429120,10899458048
238,0379_west0479.mtx,479,479,1910,12096,190720,1955840
239,0462_lpi_pang.mtx,361,741,2933,16960,243456,3003392
240,2758_mycielskian16.mtx,49151,49151,33382480,54404288,1821775616,34183659520
241,1074_swang2.mtx,3169,3169,20841,225088,2806528,21341184
242,2746_ML_Laplace.mtx,377002,377002,27689972,25197504,672499456,28354531328
243,2061_t3dl_a.mtx,20360,20360,509866,1800128,42192896,522102784
244,0766_bcsstk07.mtx,420,420,7860,11072,278784,8048640
245,1953_pds-30.mtx,49944,158489,340635,14461440,79805952,348810240
246,0175_impcol_a.mtx,207,207,572,3200,57344,585728
247,0042_rgg010.mtx,10,10,76,64,2304,77824
248,2735_germany_osm.mtx,11548845,11548845,24738362,360526016,3170593792,25332082688
249,2279_vsp_finan512_scagr7-2c_rlfddd.mtx,139752,139752,1104040,22315520,157147392,1130536960
250,2040_fome21.mtx,67748,216350,465294,19590720,109003520,476461056
251,2609_nd6k.mtx,18000,18000,6897316,4077760,149878784,7062851584
252,1773_wiki-RfA.mtx,11380,11380,188077,8968896,46252800,192590848
253,2514_Dubcova3.mtx,146689,146689,3636649,15650752,256255232,3723928576
254,0321_oscil_dcop_06.mtx,430,430,1544,14080,171776,1581056
255,0566_bp_800.mtx,822,822,4534,70080,659200,4642816
256,1618_shuttle_eddy(0).mtx,10429,10429,103599,406784,5617152,106085376
257,2102_ASIC_100ks.mtx,99190,99190,578890,5051264,54174208,592783360
258,0447_lnsp_511.mtx,511,511,2796,12736,262144,2863104
259,1325_ex23.mtx,1409,1409,43703,51008,1196800,44751872
260,2141_wv2010.mtx,135218,135218,662922,27151808,152452864,678832128
261,1687_cavity16.mtx,4562,4562,138187,186880,5005056,141503488
262,0846_email.mtx,1133,1133,10902,164672,1815808,11163648
263,0413_dwt_310.mtx,310,310,2448,3840,114688,2506752
264,0985_Erdos982.mtx,5822,5822,14750,640832,3620096,15104000
265,0695_dwt_758.mtx,758,758,5994,16256,297472,6137856
266,0840_lshp1561.mtx,1561,1561,10681,47488,752384,10937344
267,0485_G12.mtx,800,800,3200,9600,256000,3276800
268,2704_af_shell1.mtx,504855,504855,17588875,16142464,432084992,18011008000
269,1717_nug08-3rd.mtx,19728,29856,148416,2299904,21223936,151977984
270,1927_crystm02.mtx,13965,13965,322905,1062592,22582272,330654720
271,0498_dwg961a.mtx,961,961,3405,18880,248576,3486720
272,0823_rajat04.mtx,1041,1041,9642,51264,871936,9873408
273,2363_Zd_Jac2.mtx,22835,22835,1642833,2823808,70800640,1682260992
274,0011_cage3.mtx,5,5,19,64,1024,19456
275,2803_audikw_1.mtx,943695,943695,77651847,154990784,3136313344,79515491328
276,1381_ex6.mtx,1651,1651,49533,59392,1396992,50721792
277,1192_c-28.mtx,4598,4598,30590,222080,2299392,31324160
278,1565_p2p-Gnutella30.mtx,36682,36682,88328,3818624,17002496,90447872
279,1347_g7jac020.mtx,5850,5850,45465,475008,4988416,46556160
280,2583_para-10.mtx,155924,155924,5416358,46004096,525659392,5546350592
281,2584_para-5.mtx,155924,155924,5416358,46004096,525659392,5546350592
282,1482_dtoc.mtx,24993,24993,69972,280192,3839488,71651328
283,2629_bibd_20_10.mtx,190,184756,8314020,7054848,317328896,8513556480
284,2323_li.mtx,22695,22695,1350309,2233920,57603584,1382716416
285,2109_mri1.mtx,65536,147456,589824,4770368,39343104,603979776
286,1690_cavity25.mtx,4562,4562,138187,186880,5005056,141503488
287,0275_dwt_245.mtx,245,245,1461,6144,105472,1496064
288,1481_mk11-b3.mtx,17325,6930,69300,590720,8785408,70963200
289,1604_lpi_gosh.mtx,3792,13455,99953,449984,5855488,102351872
290,1636_south31.mtx,18425,36321,112398,522112,8597248,115095552
291,2355_delaunay_n18.mtx,262144,262144,1572792,13757312,167278336,1610539008
292,2026_FEM_3D_thermal1.mtx,17880,17880,430740,725760,19859456,441077760
293,2643_m_t1.mtx,97578,97578,9753570,8690496,241990400,9987655680
294,0661_fpga_dcop_34.mtx,1220,1220,5892,45184,635648,6033408
295,0716_cr42.mtx,905,1513,6614,14464,423680,6772736
296,0808_goddardRocketProblem_2.mtx,867,867,9058,36352,563456,9275392
297,1331_Franz5.mtx,7382,2882,44056,229568,3352320,45113344
298,1551_biplane-9.mtx,21701,21701,84076,641856,9049856,86093824
299,2288_viscorocks.mtx,37762,37762,1162244,1516096,29466880,1190137856
300,0807_scagr7-2c.mtx,2447,3479,9005,47104,929792,9221120
301,1394_cq5.mtx,5048,11748,51571,648512,7845632,52808704
302,2128_c-69.mtx,67458,67458,623970,5288128,50060032,638945280
303,1970_bibd_16_8.mtx,120,12870,360360,349312,14412032,369008640
304,0897_adder_dcop_26.mtx,1813,1813,11246,239872,1589504,11515904
305,1360_rajat06.mtx,10922,10922,46983,626752,6160896,48110592
306,1131_bcsstm34.mtx,588,588,24270,21568,647424,24852480
307,0895_adder_dcop_21.mtx,1813,1813,11246,239872,1589504,11515904
308,1577_fxm3_6(0).mtx,5026,5026,94026,264000,5334272,96282624
309,1227_reorientation_4.mtx,2717,2717,33630,150528,2426624,34437120
310,2198_mk13-b5.mtx,135135,270270,810810,11247680,132140032,830269440
311,0419_lp_bandm.mtx,305,472,2494,17280,232704,2553856
312,1912_Na5.mtx,5832,5832,305630,1043648,17856512,312965120
313,1397_ca-HepTh.mtx,9877,9877,51971,2980800,13002240,53218304
314,0012_lpi_galenet.mtx,8,14,22,64,1792,22528
315,0219_grid1.mtx,252,252,952,4608,82944,974848
316,2748_Fault_639.mtx,638802,638802,28614564,64838784,1123973376,29301313536
317,2595_Ga10As10H30.mtx,113081,113081,6115633,25276416,382904576,6262408192
318,2112_LeGresley_87936.mtx,87936,87936,593276,8401088,80508672,607514624
319,0809_jagmesh9.mtx,1349,1349,9101,39104,649728,9319424
320,0795_lshp1270.mtx,1270,1270,8668,40320,626176,8876032
321,1049_spaceStation_12.mtx,1410,1410,19728,88576,1360896,20201472
322,1194_pf2177.mtx,9728,10178,30984,457920,4960000,31727616
323,1490_nopoly.mtx,10774,10774,70842,980096,8199168,72542208
324,1946_ckt11752_dc_1.mtx,49702,49702,333029,2605504,28980224,341021696
325,1378_lp_ken_11.mtx,14694,21349,49058,1138304,7950848,50235392
326,1561_cs4.mtx,22499,22499,87716,4680192,20489984,89821184
327,0596_bp_1600.mtx,822,822,4841,80704,745216,4957184
328,1363_mk11-b4b.mtx,9450,17325,47250,595904,6411776,48384000
329,1095_lock_700.mtx,700,700,22175,24960,557824,22707200
330,1732_lhr07c.mtx,7337,7337,156508,238400,6604032,160264192
331,2463_pkustk06.mtx,43164,43164,2571768,4519296,66983680,2633490432
332,0843_lp_czprob.mtx,929,3562,10708,57472,1437440,10964992
333,2221_HTC_336_9129.mtx,226340,226340,883422,5371456,84224256,904624128
334,1151_cz2548.mtx,2548,2548,25674,89984,1744640,26290176
335,2418_analytics.mtx,303813,303813,2006126,15781504,203995136,2054273024
336,1799_g7jac060sc.mtx,17730,17730,203316,2787904,26220800,208195584
337,0034_n3c4-b2.mtx,20,15,60,128,4096,61440
338,0246_odepa400.mtx,400,400,1201,4736,76544,1229824
339,0095_GD02_b.mtx,80,80,232,1280,22528,237568
340,1945_n4c6-b12.mtx,25605,69235,332865,2408768,37955328,340853760
341,1298_G26.mtx,2000,2000,39980,924224,9487872,40939520
342,0867_adder_dcop_53.mtx,1813,1813,11246,239872,1589504,11515904
343,0528_tumorAntiAngiogenesis_3.mtx,410,410,3952,13312,229888,4046848
344,0739_cavity03.mtx,317,317,7327,10688,283904,7502848
345,0591_lp_agg3.mtx,516,758,4756,22272,435712,4870144
346,0231_pde225.mtx,225,225,1065,2752,96000,1090560
347,0224_gre_185.mtx,185,185,1005,4416,90112,1029120
348,0495_lp_scrs8.mtx,490,1275,3288,16640,265728,3366912
349,0927_Franz3.mtx,1280,2800,11520,51776,802816,11796480
350,2636_atmosmodd.mtx,1270432,1270432,8814880,45144576,560856064,9026437120
351,2765_hugetrace-00010.mtx,12057441,12057441,36164358,902298176,5393159936,37032302592
352,2732_Transport.mtx,1602111,1602111,23500731,94166528,1506569216,24064748544
353,1135_airfoil1.mtx,4253,4253,24578,243968,4237824,25167872
354,2527_roadNet-TX.mtx,1393383,1393383,3843320,73077184,635637760,3935559680
355,1164_zenios.mtx,2873,2873,27191,139392,3166976,27843584
356,0328_oscil_dcop_49.mtx,430,430,1544,14080,171776,1581056
357,0345_bcspwr04.mtx,274,274,1612,19584,281344,1650688
358,0792_nnc1374.mtx,1374,1374,8606,52928,616448,8812544
359,0635_plat362.mtx,362,362,5786,12480,352512,5924864
360,0902_adder_dcop_24.mtx,1813,1813,11246,239872,1589504,11515904
361,2586_roadNet-CA.mtx,1971281,1971281,5533214,99432768,876101888,5666011136
362,2411_conf5_4-8x8-10.mtx,49152,49152,1916928,3211264,65011712,1962934272
363,2731_Freescale2.mtx,2999349,2999349,23042677,406906240,3092758016,23595701248
364,0317_oscil_dcop_03.mtx,430,430,1544,14080,171776,1581056
365,0685_fpga_dcop_18.mtx,1220,1220,5892,45184,635648,6033408
366,2343_mosfet2.mtx,46994,46994,1499460,24456960,306555648,1535447040
367,2222_sc2010.mtx,181908,181908,893160,36404416,197902848,914595840
368,1681_bibd_15_7.mtx,105,6435,135135,152832,6076672,138378240
369,2060_soc-Epinions1.mtx,75888,75888,508837,15463040,100328448,521049088
370,0550_b_dyn.mtx,1089,1089,4264,26944,468480,4366336
371,0189_lp_sc205.mtx,205,317,665,3584,59904,680960
372,2229_soc-Slashdot0811.mtx,77360,77360,905468,35391360,185564672,927199232
373,2612_cage13.mtx,445315,445315,7479343,59759552,741667072,7658847232
374,1275_G6.mtx,800,800,38352,160000,6386944,39272448
375,2632_thermal2.mtx,1228045,1228045,8580313,138393536,1092663808,8786240512
376,1297_G25.mtx,2000,2000,39980,924032,9489920,40939520
377,1868_Dubcova1.mtx,16129,16129,253009,1867840,26031872,259081216
378,0077_karate.mtx,34,34,156,576,11520,159744
379,0163_lp_stocfor1.mtx,117,165,501,2368,46592,513024
380,0921_adder_dcop_49.mtx,1813,1813,11246,239872,1589504,11515904
381,1493_EX3(0).mtx,2600,2600,71760,380992,7430144,73482240
382,2497_Goodwin_095.mtx,100037,100037,3226066,4503296,146608128,3303491584
383,0215_spaceStation_1.mtx,99,99,927,2048,62720,949248
384,0365_tols90.mtx,90,90,1746,1472,40960,1787904
385,2209_g7jac200sc.mtx,59310,59310,837936,12284032,112657920,858046464
386,2053_lung2.mtx,109460,109460,492564,2023168,26309888,504385536
387,2074_apache1.mtx,80800,80800,542184,3382272,43723776,555196416
388,1533_kineticBatchReactor_5.mtx,7641,7641,80767,440832,6173696,82705408
389,1898_raefsky1.mtx,3242,3242,294276,319168,8284416,301338624
390,1510_lp_pilot87.mtx,2030,6680,74949,258624,4814848,76747776
391,0797_EX1(0).mtx,560,560,8736,43200,881152,8945664
392,1369_xingo_afonso_itaipu.mtx,13250,13250,48735,411200,3519232,49904640
